frequency_Hz,level_dB
1031.6831683168316,-160.0558659217877
1033.6633663366338,-160.0558659217877
1035.6435643564357,-160.0558659217877
1037.6237623762377,-160.0558659217877
1039.6039603960396,-160.0558659217877
1041.5841584158416,-160.0558659217877
1043.5643564356435,-160.0558659217877
1045.5445544554457,-160.0558659217877
1047.5247524752476,-160.0558659217877
1049.5049504950496,-160.0558659217877
1051.4851485148515,-160.0558659217877
1053.4653465346535,-160.0558659217877
1055.4455445544554,-160.0558659217877
1057.4257425742576,-160.0558659217877
1059.4059405940595,-160.0558659217877
1061.3861386138615,-160.0558659217877
1063.3663366336634,-160.0558659217877
1065.3465346534654,-160.0558659217877
1067.3267326732673,-160.0558659217877
1069.3069306930693,-160.0558659217877
1071.2871287128714,-160.0558659217877
1073.2673267326734,-160.0558659217877
1075.2475247524753,-160.0558659217877
1077.2277227722773,-160.0558659217877
1079.2079207920792,-160.0558659217877
1081.1881188118812,-160.0558659217877
1083.1683168316833,-160.0558659217877
1085.1485148514853,-160.0558659217877
1087.1287128712872,-160.0558659217877
1089.1089108910892,-160.0558659217877
1091.0891089108911,-160.0558659217877
1093.069306930693,-160.0558659217877
1095.0495049504952,-160.0558659217877
1097.0297029702972,-160.0558659217877
1099.0099009900991,-160.0558659217877
1100.990099009901,-160.0558659217877
1102.970297029703,-160.0558659217877
1104.950495049505,-160.0558659217877
1106.930693069307,-160.0558659217877
1108.910891089109,-160.0558659217877
1110.891089108911,-160.0558659217877
1112.871287128713,-160.0558659217877
1114.851485148515,-160.0558659217877
1116.8316831683169,-160.0558659217877
1118.8118811881188,-160.0558659217877
1120.792079207921,-160.0558659217877
1122.772277227723,-160.0558659217877
1124.752475247525,-160.0558659217877
1126.7326732673266,-160.0558659217877
1128.7128712871286,-160.0558659217877
1130.6930693069305,-160.0558659217877
1132.6732673267325,-160.0558659217877
1134.6534653465346,-160.0558659217877
1136.6336633663366,-160.0558659217877
1138.6138613861385,-160.0558659217877
1140.5940594059405,-160.0558659217877
1142.5742574257424,-160.0558659217877
1144.5544554455444,-160.0558659217877
1146.5346534653465,-160.0558659217877
1148.5148514851485,-160.0558659217877
1150.4950495049504,-160.0558659217877
1152.4752475247524,-160.0558659217877
1154.4554455445543,-160.0558659217877
1156.4356435643563,-160.0558659217877
1158.4158415841584,-160.0558659217877
1160.3960396039604,-160.0558659217877
1162.3762376237623,-160.0558659217877
1164.3564356435643,-160.0558659217877
1166.3366336633662,-160.0558659217877
1168.3168316831682,-160.0558659217877
1170.2970297029701,-160.0558659217877
1172.2772277227723,-160.0558659217877
1174.2574257425742,-160.0558659217877
1176.2376237623762,-160.0558659217877
1178.2178217821781,-160.0558659217877
1180.19801980198,-160.0558659217877
1182.178217821782,-160.0558659217877
1184.1584158415842,-160.0558659217877
1186.1386138613861,-160.0558659217877
1188.118811881188,-160.0558659217877
1190.09900990099,-160.0558659217877
1192.079207920792,-160.0558659217877
1194.059405940594,-160.0558659217877
1196.0396039603959,-160.0558659217877
1198.019801980198,-160.0558659217877
1200.0,-160.0558659217877
1201.980198019802,-160.0558659217877
1203.960396039604,-160.0558659217877
1205.9405940594058,-160.0558659217877
1207.9207920792078,-160.0558659217877
1209.90099009901,-160.0558659217877
1211.881188118812,-160.0558659217877
1213.8613861386139,-160.0558659217877
1215.8415841584158,-160.0558659217877
1217.8217821782177,-160.0558659217877
1219.8019801980197,-160.0558659217877
1221.7821782178219,-160.0558659217877
1223.7623762376238,-160.0558659217877
1225.7425742574258,-160.0558659217877
1227.7227722772277,-160.0558659217877
1229.7029702970297,-160.0558659217877
1231.6831683168316,-160.0558659217877
1233.6633663366335,-160.0558659217877
1235.6435643564357,-160.0558659217877
1237.6237623762377,-160.0558659217877
1239.6039603960396,-160.0558659217877
1241.5841584158416,-160.0558659217877
1243.5643564356435,-160.0558659217877
1245.5445544554455,-160.0558659217877
1247.5247524752476,-160.0558659217877
1249.5049504950496,-160.0558659217877
1251.4851485148515,-160.0558659217877
1253.4653465346535,-160.0558659217877
1255.4455445544554,-160.0558659217877
1257.4257425742574,-160.0558659217877
1259.4059405940593,-160.0558659217877
1261.3861386138615,-160.0558659217877
1263.3663366336634,-160.0558659217877
1265.3465346534654,-160.0558659217877
1267.3267326732673,-160.0558659217877
1269.3069306930693,-160.0558659217877
1271.2871287128712,-160.0558659217877
1273.2673267326734,-160.0558659217877
1275.2475247524753,-160.0558659217877
1277.2277227722773,-160.0558659217877
1279.2079207920792,-160.0558659217877
1281.1881188118812,-160.0558659217877
1283.1683168316831,-160.0558659217877
1285.1485148514853,-160.0558659217877
1287.1287128712872,-160.0558659217877
1289.1089108910892,-160.0558659217877
1291.0891089108911,-160.0558659217877
1293.069306930693,-160.0558659217877
1295.049504950495,-160.0558659217877
1297.029702970297,-160.0558659217877
1299.0099009900991,-160.0558659217877
1300.990099009901,-160.0558659217877
1302.970297029703,-160.0558659217877
1304.950495049505,-160.0558659217877
1306.930693069307,-160.0558659217877
1308.9108910891089,-160.0558659217877
1310.891089108911,-160.0558659217877
1312.871287128713,-160.0558659217877
1314.851485148515,-160.0558659217877
1316.8316831683169,-160.0558659217877
1318.8118811881188,-160.0558659217877
1320.7920792079208,-160.0558659217877
1322.7722772277227,-160.0558659217877
1324.752475247525,-160.0558659217877
1326.7326732673268,-160.0558659217877
1328.7128712871288,-160.0558659217877
1330.6930693069307,-160.0558659217877
1332.6732673267327,-160.0558659217877
1334.6534653465346,-160.0558659217877
1336.6336633663368,-160.0558659217877
1338.6138613861388,-160.0558659217877
1340.5940594059407,-160.0558659217877
1342.5742574257426,-160.0558659217877
1344.5544554455446,-160.0558659217877
1346.5346534653465,-160.0558659217877
1348.5148514851487,-160.0558659217877
1350.4950495049507,-160.0558659217877
1352.4752475247526,-160.0558659217877
1354.4554455445545,-160.0558659217877
1356.4356435643565,-160.0558659217877
1358.4158415841584,-160.0558659217877
1360.3960396039604,-160.0558659217877
1362.3762376237626,-160.0558659217877
1364.3564356435645,-160.0558659217877
1366.3366336633665,-160.0558659217877
1368.3168316831684,-160.0558659217877
1370.2970297029703,-160.0558659217877
1372.2772277227723,-160.0558659217877
1374.2574257425745,-160.0558659217877
1376.2376237623762,-160.0558659217877
1378.2178217821781,-160.0558659217877
1380.19801980198,-160.0558659217877
1382.178217821782,-160.0558659217877
1384.158415841584,-160.0558659217877
1386.1386138613861,-160.0558659217877
1388.118811881188,-160.0558659217877
1390.09900990099,-160.0558659217877
1392.079207920792,-160.0558659217877
1394.059405940594,-160.0558659217877
1396.0396039603959,-160.0558659217877
1398.0198019801978,-160.0558659217877
1400.0,-160.0558659217877
1401.980198019802,-160.0558659217877
1403.960396039604,-160.0558659217877
1405.9405940594058,-160.0558659217877
1407.9207920792078,-160.0558659217877
1409.9009900990097,-160.0558659217877
1411.881188118812,-160.0558659217877
1413.8613861386139,-160.0558659217877
1415.8415841584158,-160.0558659217877
1417.8217821782177,-160.0558659217877
1419.8019801980197,-160.0558659217877
1421.7821782178216,-160.0558659217877
1423.7623762376236,-160.0558659217877
1425.7425742574258,-160.0558659217877
1427.7227722772277,-160.0558659217877
1429.7029702970297,-160.0558659217877
1431.6831683168316,-160.0558659217877
1433.6633663366335,-160.0558659217877
1435.6435643564355,-160.0558659217877
1437.6237623762377,-160.0558659217877
1439.6039603960396,-160.0558659217877
1441.5841584158416,-160.0558659217877
1443.5643564356435,-160.0558659217877
1445.5445544554455,-160.0558659217877
1447.5247524752474,-160.0558659217877
1449.5049504950496,-160.0558659217877
1451.4851485148515,-160.0558659217877
1453.4653465346535,-160.0558659217877
1455.4455445544554,-160.0558659217877
1457.4257425742574,-160.0558659217877
1459.4059405940593,-160.0558659217877
1461.3861386138612,-160.0558659217877
1463.3663366336634,-160.0558659217877
1465.3465346534654,-160.0558659217877
1467.3267326732673,-160.0558659217877
1469.3069306930693,-160.0558659217877
1471.2871287128712,-160.0558659217877
1473.2673267326732,-160.0558659217877
1475.2475247524753,-160.0558659217877
1477.2277227722773,-160.0558659217877
1479.2079207920792,-160.0558659217877
1481.1881188118812,-160.0558659217877
1483.1683168316831,-160.0558659217877
1485.148514851485,-160.0558659217877
1487.128712871287,-160.0558659217877
1489.1089108910892,-160.0558659217877
1491.0891089108911,-160.0558659217877
1493.069306930693,-160.0558659217877
1495.049504950495,-160.0558659217877
1497.029702970297,-160.0558659217877
1499.009900990099,-160.0558659217877
1500.990099009901,-160.0558659217877
1502.970297029703,-160.0558659217877
1504.950495049505,-160.0558659217877
1506.930693069307,-160.0558659217877
1508.9108910891089,-160.0558659217877
1510.8910891089108,-160.0558659217877
1512.871287128713,-160.0558659217877
1514.851485148515,-160.0558659217877
1516.8316831683169,-160.0558659217877
1518.8118811881188,-160.0558659217877
1520.7920792079208,-160.0558659217877
1522.7722772277227,-160.0558659217877
1524.7524752475247,-160.0558659217877
1526.7326732673268,-160.0558659217877
1528.7128712871288,-160.0558659217877
1530.6930693069307,-160.0558659217877
1532.6732673267327,-160.0558659217877
1534.6534653465346,-160.0558659217877
1536.6336633663366,-160.0558659217877
1538.6138613861388,-160.0558659217877
1540.5940594059407,-160.0558659217877
1542.5742574257426,-160.0558659217877
1544.5544554455446,-160.0558659217877
1546.5346534653465,-160.0558659217877
1548.5148514851485,-160.0558659217877
1550.4950495049504,-160.0558659217877
1552.4752475247526,-160.0558659217877
1554.4554455445545,-160.0558659217877
1556.4356435643565,-160.0558659217877
1558.4158415841584,-160.0558659217877
1560.3960396039604,-160.0558659217877
1562.3762376237623,-160.0558659217877
1564.3564356435645,-160.0558659217877
1566.3366336633665,-160.0558659217877
1568.3168316831684,-160.0558659217877
1570.2970297029703,-160.0558659217877
1572.2772277227723,-160.0558659217877
1574.2574257425742,-160.0558659217877
1576.2376237623764,-160.0558659217877
1578.2178217821784,-160.0558659217877
1580.1980198019803,-160.0558659217877
1582.1782178217823,-160.0558659217877
1584.1584158415842,-160.0558659217877
1586.1386138613861,-160.0558659217877
1588.118811881188,-160.0558659217877
1590.0990099009903,-160.0558659217877
1592.0792079207922,-160.0558659217877
1594.0594059405942,-160.0558659217877
1596.039603960396,-160.0558659217877
1598.019801980198,-160.0558659217877
1600.0,-160.0558659217877
1601.9801980198022,-160.0558659217877
1603.9603960396041,-160.0558659217877
1605.940594059406,-160.0558659217877
1607.920792079208,-160.0558659217877
1609.90099009901,-160.0558659217877
1611.881188118812,-160.0558659217877
1613.8613861386139,-160.0558659217877
1615.841584158416,-160.0558659217877
1617.821782178218,-160.0558659217877
1619.80198019802,-160.0558659217877
1621.7821782178219,-160.0558659217877
1623.7623762376238,-160.0558659217877
1625.7425742574255,-160.0558659217877
1627.7227722772277,-160.0558659217877
1629.7029702970297,-160.0558659217877
1631.6831683168316,-160.0558659217877
1633.6633663366335,-160.0558659217877
1635.6435643564355,-160.0558659217877
1637.6237623762374,-160.0558659217877
1639.6039603960396,-160.0558659217877
1641.5841584158416,-160.0558659217877
1643.5643564356435,-160.0558659217877
1645.5445544554455,-160.0558659217877
1647.5247524752474,-160.0558659217877
1649.5049504950493,-160.0558659217877
1651.4851485148513,-160.0558659217877
1653.4653465346535,-160.0558659217877
1655.4455445544554,-160.0558659217877
1657.4257425742574,-160.0558659217877
1659.4059405940593,-160.0558659217877
1661.3861386138612,-160.0558659217877
1663.3663366336632,-160.0558659217877
1665.3465346534654,-160.0558659217877
1667.3267326732673,-160.0558659217877
1669.3069306930693,-160.0558659217877
1671.2871287128712,-160.0558659217877
1673.2673267326732,-160.0558659217877
1675.247524752475,-160.0558659217877
1677.2277227722773,-160.0558659217877
1679.2079207920792,-160.0558659217877
1681.1881188118812,-160.0558659217877
1683.1683168316831,-160.0558659217877
1685.148514851485,-160.0558659217877
1687.128712871287,-160.0558659217877
1689.108910891089,-160.0558659217877
1691.0891089108911,-160.0558659217877
1693.069306930693,-160.0558659217877
1695.049504950495,-160.0558659217877
1697.029702970297,-160.0558659217877
1699.009900990099,-160.0558659217877
1700.9900990099009,-160.0558659217877
1702.970297029703,-160.0558659217877
1704.950495049505,-160.0558659217877
1706.930693069307,-160.0558659217877
1708.9108910891089,-160.0558659217877
1710.8910891089108,-160.0558659217877
1712.8712871287128,-160.0558659217877
1714.8514851485147,-160.0558659217877
1716.8316831683169,-160.0558659217877
1718.8118811881188,-160.0558659217877
1720.7920792079208,-160.0558659217877
1722.7722772277227,-160.0558659217877
1724.7524752475247,-160.0558659217877
1726.7326732673266,-160.0558659217877
1728.7128712871288,-160.0558659217877
1730.6930693069307,-160.0558659217877
1732.6732673267327,-160.0558659217877
1734.6534653465346,-160.0558659217877
1736.6336633663366,-160.0558659217877
1738.6138613861385,-160.0558659217877
1740.5940594059407,-160.0558659217877
1742.5742574257426,-160.0558659217877
1744.5544554455446,-160.0558659217877
1746.5346534653465,-160.0558659217877
1748.5148514851485,-160.0558659217877
1750.4950495049504,-160.0558659217877
1752.4752475247524,-160.0558659217877
1754.4554455445545,-160.0558659217877
1756.4356435643565,-160.0558659217877
1758.4158415841584,-160.0558659217877
1760.3960396039604,-160.0558659217877
1762.3762376237623,-160.0558659217877
1764.3564356435643,-160.0558659217877
1766.3366336633665,-160.0558659217877
1768.3168316831684,-160.0558659217877
1770.2970297029703,-160.0558659217877
1772.2772277227723,-160.0558659217877
1774.2574257425742,-160.0558659217877
1776.2376237623762,-160.0558659217877
1778.2178217821781,-160.0558659217877
1780.1980198019803,-160.0558659217877
1782.1782178217823,-160.0558659217877
1784.1584158415842,-160.0558659217877
1786.1386138613861,-160.0558659217877
1788.118811881188,-160.0558659217877
1790.09900990099,-160.0558659217877
1792.0792079207922,-160.0558659217877
1794.0594059405942,-160.0558659217877
1796.039603960396,-160.0558659217877
1798.019801980198,-160.0558659217877
1800.0,-160.0558659217877
1801.980198019802,-160.0558659217877
1803.9603960396041,-160.0558659217877
1805.940594059406,-160.0558659217877
1807.920792079208,-160.0558659217877
1809.90099009901,-160.0558659217877
1811.881188118812,-160.0558659217877
1813.8613861386139,-160.0558659217877
1815.8415841584158,-160.0558659217877
1817.821782178218,-160.0558659217877
1819.80198019802,-160.0558659217877
1821.7821782178219,-160.0558659217877
1823.7623762376238,-160.0558659217877
1825.7425742574258,-160.0558659217877
1827.7227722772277,-160.0558659217877
1829.7029702970299,-160.0558659217877
1831.6831683168318,-160.0558659217877
1833.6633663366338,-160.0558659217877
1835.6435643564357,-160.0558659217877
1837.6237623762377,-160.0558659217877
1839.6039603960396,-160.0558659217877
1841.5841584158416,-160.0558659217877
1843.5643564356437,-160.0558659217877
1845.5445544554457,-160.0558659217877
1847.5247524752476,-160.0558659217877
1849.5049504950496,-160.0558659217877
1851.4851485148515,-160.0558659217877
1853.4653465346535,-160.0558659217877
1855.4455445544556,-160.0558659217877
1857.4257425742576,-160.0558659217877
1859.4059405940595,-160.0558659217877
1861.3861386138615,-160.0558659217877
1863.3663366336634,-160.0558659217877
1865.3465346534654,-160.0558659217877
1867.3267326732675,-160.0558659217877
1869.3069306930695,-160.0558659217877
1871.2871287128714,-160.0558659217877
1873.2673267326734,-160.0558659217877
1875.247524752475,-160.0558659217877
1877.227722772277,-160.0558659217877
1879.207920792079,-160.0558659217877
1881.1881188118812,-160.0558659217877
1883.1683168316831,-160.0558659217877
1885.148514851485,-160.0558659217877
1887.128712871287,-160.0558659217877
1889.108910891089,-160.0558659217877
1891.089108910891,-160.0558659217877
1893.069306930693,-160.0558659217877
1895.049504950495,-160.0558659217877
1897.029702970297,-160.0558659217877
1899.009900990099,-160.0558659217877
1900.9900990099009,-160.0558659217877
1902.9702970297028,-160.0558659217877
1904.9504950495048,-160.0558659217877
1906.930693069307,-160.0558659217877
1908.9108910891089,-160.0558659217877
1910.8910891089108,-160.0558659217877
1912.8712871287128,-160.0558659217877
1914.8514851485147,-160.0558659217877
1916.8316831683167,-160.0558659217877
1918.8118811881188,-160.0558659217877
1920.7920792079208,-160.0558659217877
1922.7722772277227,-160.0558659217877
1924.7524752475247,-160.0558659217877
1926.7326732673266,-160.0558659217877
1928.7128712871286,-160.0558659217877
1930.6930693069307,-160.0558659217877
1932.6732673267327,-160.0558659217877
1934.6534653465346,-160.0558659217877
1936.6336633663366,-160.0558659217877
1938.6138613861385,-197.0391061452514
1940.5940594059405,-197.0391061452514
1942.5742574257424,-196.9832402234637
1944.5544554455446,-196.87150837988827
1946.5346534653465,-197.87709497206703
1948.5148514851485,-196.75977653631284
1950.4950495049504,-196.75977653631284
1952.4752475247524,-196.75977653631284
1954.4554455445543,-196.75977653631284
1956.4356435643565,-196.75977653631284
1958.4158415841584,-196.81564245810057
1960.3960396039604,-196.87150837988827
1962.3762376237623,-196.92737430167597
1964.3564356435643,-196.92737430167597
1966.3366336633662,-197.15083798882682
1968.3168316831684,-197.15083798882682
1970.2970297029703,-197.15083798882682
1972.2772277227723,-197.15083798882682
1974.2574257425742,-197.15083798882682
1976.2376237623762,-196.92737430167597
1978.2178217821781,-196.87150837988827
1980.19801980198,-196.87150837988827
1982.1782178217823,-197.87709497206703
1984.1584158415842,-196.75977653631284
1986.1386138613861,-196.75977653631284
1988.118811881188,-196.75977653631284
1990.09900990099,-196.75977653631284
1992.079207920792,-196.75977653631284
1994.0594059405942,-196.81564245810057
1996.039603960396,-196.87150837988827
1998.019801980198,-197.0391061452514
2000.0,-197.0391061452514
