Y,Z
72.7,-0.0
71.6,-0.0
70.5,-0.0
69.4,-0.0
68.3,-0.0
67.2,-0.0
66.1,-0.0
65.0,-0.0
63.9,-0.0
62.8,-0.0
61.7,-0.0
60.6,-0.0
59.5,-0.0
58.4,-0.0
57.3,-0.0
56.2,-0.0
55.1,-0.0
54.0,-0.0
52.9,-0.0
51.8,-0.0
50.7,-0.0
49.6,-0.0
48.5,-0.0
47.4,-0.0
46.3,-0.0
45.2,-0.0
44.1,-0.0
43.0,-0.0
41.9,-0.0
40.8,-0.0
39.7,-0.0
38.6,-0.0
37.5,-0.0
36.4,-0.0
35.3,-0.0
34.2,-0.0
33.1,-0.0
32.0,-0.0
30.9,-0.0
29.799999999999997,-0.0
28.700000000000003,-0.0
27.6,-0.0
26.5,-0.0
25.4,-0.0
24.299999999999997,-0.0
23.200000000000003,-0.0
22.1,-0.0
21.0,-0.0
19.9,-0.0
18.799999999999997,-0.0
17.700000000000003,-0.0
16.6,-0.0
15.5,-0.0
14.400000000000006,-0.0
13.299999999999997,-0.0
12.200000000000003,-0.0
11.099999999999994,-0.0
10.0,-0.0
8.900000000000006,-0.0
7.799999999999997,-0.0
6.700000000000003,-0.0
5.599999999999994,-0.0
4.5,-0.0
3.4000000000000057,-0.0
2.299999999999997,-0.0
1.2000000000000028,-0.0
0.09999999999999432,-0.0
-1.0,-0.0
-2.0999999999999943,-0.0
-3.200000000000003,-0.0
-4.299999999999997,-0.0
-5.400000000000006,-0.0
-6.5,-0.0
-7.599999999999994,-0.0
-8.700000000000003,-0.0
-9.799999999999997,-0.0
-10.900000000000006,-0.0
-12.0,-0.0
-13.099999999999994,-0.0
-14.200000000000003,-0.0
-15.299999999999997,-0.0
-16.400000000000006,-0.0
-17.5,-0.0
-18.599999999999994,-0.0
-19.700000000000003,-0.0
-20.799999999999997,-0.0
-21.900000000000006,-0.0
-23.0,-0.0
-24.099999999999994,-0.0
-25.200000000000003,-0.0
-26.299999999999997,-0.0
-27.400000000000006,-0.0
-28.5,-0.0
-29.599999999999994,-0.0
-30.700000000000003,-0.0
-31.799999999999997,-0.0
-32.900000000000006,-0.0
-34.0,-0.0
-35.099999999999994,-0.0
-36.2,-0.0
-37.3,-0.0
-38.400000000000006,-0.0
-39.5,-0.0
-40.599999999999994,-0.0
-41.7,-0.0
-42.8,-0.0
-43.900000000000006,-0.0
-45.0,-0.0
-46.099999999999994,-0.0
-47.2,-0.0
-48.30000000000001,-0.0
-49.400000000000006,-0.0
-50.5,-0.0
-51.599999999999994,-0.0
-52.69999999999999,-0.0
-53.80000000000001,-0.0
-54.900000000000006,-0.0
-56.0,-0.0
-57.099999999999994,-0.0
-58.19999999999999,-0.0
-59.30000000000001,-0.0
-60.400000000000006,-0.0
-61.5,-0.0
-62.599999999999994,-0.0
-63.69999999999999,-0.0
-64.80000000000001,-0.0
-65.9,-0.0
-67.0,-0.0
-68.1,-0.0
-69.19999999999999,-0.0
-70.30000000000001,-0.0
-71.4,-0.0
-72.5,-0.0
-73.59887626490001,0.0224578441282
-74.5884353745,0.4703156254329
-75.19796923870001,1.369355275213
-75.30000000000001,2.458407346414
-75.30000000000001,3.558407346414
-75.30000000000001,4.658407346414
-75.30000000000001,5.758407346414
-75.30000000000001,6.858407346414
-75.2958199013,7.958343635824
-75.09603342509999,9.036526848382
-74.6109765374,10.01994613416
-73.8771010717,10.83469792254
-72.94955747899999,11.41955393866
-71.8980502938,11.73056248407
-70.80205422739999,11.8212818409
-69.7048496576,11.89965359589
-68.6076450878,11.97802535088
-67.510440518,12.05639710586
-66.4132359482,12.13476886085
-65.3160313784,12.21314061584
-64.2188268086,12.29151237082
-63.12162223870001,12.36988412581
-62.024417668900014,12.4482558808
-60.92721309909999,12.52662763578
-59.83000852929999,12.60499939077
-58.73280395949999,12.68337114576
-57.63559938969999,12.76174290074
-56.53839481989999,12.84011465573
-55.4415392665,12.92304883102
-54.347089312799994,13.03306267412
-53.256078171300004,13.1731285012
-52.16933086719999,13.34314039416
-51.08766920139999,13.54296978961
-50.011911128799994,13.77246557608
-48.94287014029999,14.03145420833
-47.8813546472,14.31973983854
-46.8281673699,14.63710446446
-45.784104731300005,14.98330809419
-44.748847701,15.35508001138
-43.71507493519999,15.73099738077
-42.6813021693,16.10691475017
-41.6475294035,16.48283211956
-40.61375663770001,16.85874948896
-39.579983871799996,17.23466685835
-38.546211106,17.61058422775
-37.512438340100005,17.98650159715
-36.478665574299995,18.36241896654
-35.4448928085,18.73833633594
-34.411120042600004,19.11425370533
-33.377347276799995,19.49017107473
-32.343574511,19.86608844412
-31.309801745100003,20.24200581352
-30.276028979299994,20.61792318291
-29.242256213399997,20.99384055231
-28.208483447600003,21.3697579217
-27.174710681799993,21.7456752911
-26.140937915899997,22.1215926605
-25.107165150100002,22.49751002989
-24.073392384300007,22.87342739929
-23.039619618399996,23.24934476868
-22.0058468526,23.62526213808
-20.972074086700005,24.00117950747
-19.93830132091,24.37709687687
-18.90452855507,24.75301424626
-17.870755789230003,25.12893161566
-16.836983023399995,25.50484898505
-15.834085644240005,25.95399529386
-14.913766117679998,26.5544318448
-14.098752821239998,27.29149724849
-13.40913021214,28.14702792572
-12.861892731859996,29.09994094528
-12.46834964016,30.1260739003
-12.150978576870003,31.17924815598
-11.866858556639997,32.2418751925
-11.612630990409997,33.3120763771
-11.370616441249993,34.38511900683
-11.138448146350001,35.46033498981
-10.916145614160001,36.53763397868
-10.703727524119998,37.61692545101
-10.50121172515,38.69811871698
-10.30861523406,39.78112292697
-10.125954234199995,40.86584707916
-9.95324407407,41.95220002724
-9.790499265999998,43.04009048803
-9.637733484999998,44.12942704914
-9.494959567539993,45.22011817669
-9.362189510500002,46.31207222297
-9.239434470190005,47.40519743414
-9.126704761369993,48.49940195797
-9.024009856389995,49.59459385153
-8.931358384429998,50.69068108892
-8.84875813072,51.78757156901
-8.776216035930005,52.88517312317
-8.713738195570002,53.98339352304
-8.661329859470001,55.08214048824
-8.618995431369996,56.18132169415
-8.586738468500002,57.28084477965
-8.564561681330005,58.38061735493
-8.55246693331,59.48054700918
-8.550000000010002,60.58054173641
-8.550000000010002,61.68054173641
-8.550000000010002,62.78054173641
-8.550000000010002,63.88054173641
-8.550000000010002,64.98054173641
-8.550000000010002,66.08054173641
-8.550000000010002,67.18054173641
-8.550000000010002,68.28054173641
-8.550000000010002,69.38054173641
-8.550000000010002,70.48054173641
-8.550000000010002,71.58054173641
-8.550000000010002,72.68054173641
-8.550000000010002,73.78054173641
-8.550000000010002,74.88054173641
-8.550000000010002,75.98054173641
-8.550000000010002,77.08054173641
-8.550000000010002,78.18054173641
-8.550000000010002,79.28054173641
-8.550000000010002,80.38054173641
-8.550000000010002,81.48054173641
-8.550000000010002,82.58054173641
-8.550000000010002,83.68054173641
-8.550000000010002,84.78054173641
-8.550000000010002,85.88054173641
-8.550000000010002,86.98054173641
-8.550000000010002,88.08054173641
-8.550000000010002,89.18054173641
-8.550000000010002,90.28054173641
-8.550000000010002,91.38054173641
-8.550221456160003,92.48054159459
-8.55737634658,93.58051447369
-8.5746138799,94.68037555341
-8.601932607720002,95.78003241549
-8.639330234520003,96.87939265888
-8.686803617869998,97.97836390741
-8.744348768730006,99.07685381762
-8.811960851730007,100.1747700865
-8.889634185630001,101.2720204592
-8.977362243740004,102.3685127369
-9.07513765454,103.4641547844
-9.182952202219994,104.558854538
-9.300796827430005,105.6525200132
-9.42866162803,106.7450593122
-9.566535859880005,107.8363806322
-9.714407937809995,108.9263922724
-9.872265436540005,110.0150026422
-10.040095091750004,111.1021202688
-10.217882801179996,112.1876538047
-10.40561362583,113.2715120356
-10.603271791219996,114.353603888
-10.810840688669998,115.4338384366
-11.028302876759994,116.5121249124
-11.255640082750006,117.5883727101
-11.492833204139998,118.6624913955
-11.739862310250004,119.7343907135
-12.007608448260001,120.8012614289
-12.308726159079995,121.8591974046
-12.648963067639997,122.9050585989
-13.118193661160007,123.8987057861
-13.73714532081,124.8066765597
-14.490565156640002,125.6065957017
-15.359886565490001,126.2787507216
-16.323686769700004,126.8065776336
-17.350527577850002,127.2001918464
-18.38430034369,127.5761092158
-19.41807310953,127.9520265852
-20.451845875399997,128.3279439546
-21.485618641200006,128.703861324
-22.519391407,129.0797786933
-23.553164172899997,129.4556960627
-24.586936938700006,129.8316134321
-25.620709704600003,130.2075308015
-26.654482470399998,130.5834481709
-27.688255236200007,130.9593655403
-28.722028002100004,131.3352829097
-29.7558007679,131.7112002791
-30.789573533699993,132.0871176485
-31.823346299600004,132.4630350179
-32.8571190654,132.8389523873
-33.890891831299996,133.2148697567
-34.924664597100005,133.5907871261
-35.932670466800005,134.0248064842
-36.741863402099995,134.7608166196
-37.233403491999994,135.7380026132
-37.343672066500005,136.82655867
-37.2887406879,137.9251862428
-37.2338093092,139.0238138155
-37.178877930599995,140.1224413883
-37.123946551900005,141.2210689611
-37.0690151733,142.3196965338
-37.0140837947,143.4183241066
-36.959152415999995,144.5169516793
-36.904221037400006,145.6155792521
-36.849289658800004,146.7142068249
-36.7943582801,147.8128343976
-36.739426901499996,148.9114619704
-36.684495522899994,150.0100895432
-36.6295641442,151.1087171159
-36.5746327656,152.2073446887
-36.519701386899996,153.3059722615
-36.46477000829999,154.4045998342
-36.409838629700005,155.503227407
-36.354907251,156.6018549798
-36.29997586339999,157.7004825521
-36.198616642800005,158.7954732086
-36.005077527,159.8779799477
-35.720743383599995,160.9402569004
-35.347648763500004,161.9747029522
-34.8884633424,162.9739161319
-34.3464728182,163.9307465772
-33.725555400000005,164.8383476952
-33.0301540577,165.6902251526
-32.2652447303,166.480283347
-31.436300720899993,167.2028690226
-30.549253531999994,167.8528117233
-29.610450423200007,168.4254607889
-28.626608992900003,168.9167186333
-27.6047691113,169.3230700647
-26.5522425459,169.6416074384
-25.4815640419,169.8937776666
-24.407128440099996,170.129508602
-23.329553206200004,170.3504442297
-22.249042066100003,170.5565427798
-21.1657993006,170.7477652875
-20.080029707199998,170.9240756002
-18.991938560980003,171.0854403849
-17.901731575840003,171.231829134
-16.809614865819995,171.3632141713
-15.715794906,171.4795706572
-14.620478493449994,171.5808765935
-13.523872708170003,171.6671128272
-12.426184873919993,171.7382630545
-11.327622519030001,171.794313824
-10.228406729029999,171.8356662239
-9.128945008789998,171.8700547406
-8.029364588419995,171.9004116756
-6.9296802511599935,171.9267366206
-5.829906781630001,171.9490292218
-4.730058965650002,171.9672891795
-3.6301515900699997,171.9815162481
-2.5301994424900016,171.9917102364
-1.430217311160007,171.9978710074
-0.33021998469999403,171.9999984781
0.7697777480500037,171.9980926201
1.8697610982499953,171.9921534589
2.9697152772500033,171.9821810744
4.0696254968000005,171.9681756006
5.16947696922,171.9501372259
6.269254907640004,171.9280661927
7.368944526190006,171.9019627978
8.468531040139993,171.8718273922
9.56799966621,171.8376603809
10.66724031855,171.7969557179
11.765844706240003,171.7417349279
12.863585981189999,171.6714140235
13.960256604950004,171.5860062996
15.055649241490002,171.4855279033
16.14955679642,171.3699978311
17.241772456089997,171.2394379249
18.33208972674,171.0938728685
19.420302473489997,170.9333301822
20.50620495938,170.7578402182
21.58959188419,170.5674361546
22.67025842332,170.3621539889
23.748000266459997,170.1420325318
24.822613656260003,169.9071133994
25.8936702942,169.6565163173
26.947666432,169.3428758049
27.971384483770002,168.9412795152
28.957499242689998,168.4546010672
29.898954572,167.886322885
30.78901389518,167.2405112788
31.62130839943,166.5217873487
32.38988260769,165.7352939184
33.08923699299,164.8866587358
33.71436733027,163.9819542034
34.26080050411,163.0276539278
34.72462651605,162.0305863974
35.10252646254,160.9978861215
35.39179628335,159.9369425791
35.59036611046,158.8553473437
35.69681507896,157.7608397619
35.75188902298,156.6622195407
35.80682040162,155.5635919679
35.86175178026,154.4649643951
35.91668315889,153.3663368224
35.97161453753,152.2677092496
36.02654591617,151.1690816768
36.08147729481,150.0704541041
36.13640867344,148.9718265313
36.19134005208,147.8731989585
36.24627143072,146.7745713858
36.30120280936,145.675943813
36.35613418799,144.5773162402
36.41106556663,143.4786886675
36.46599694527,142.3800610947
36.52092832391,141.281433522
36.57585970254,140.1828059492
36.63079108118,139.0841783764
36.68572245982,137.9855508037
36.74065383846,136.8869232309
36.64967880695,135.7962089744
36.1779241676,134.8093190685
35.38372258778,134.0571568675
34.38146568294,133.6114420664
33.3476929171,133.235524697
32.31392015127,132.8596073276
31.28014738543,132.4836899582
30.24637461959,132.1077725888
29.21260185375,131.7318552194
28.17882908792,131.35593785
27.145056322080002,130.9800204806
26.111283556239997,130.6041031112
25.077510790399998,130.2281857418
24.043738024569997,129.8522683724
23.00996525873,129.4763510031
21.97619249289,129.1004336337
20.94241972705,128.7245162643
19.90864696122,128.3485988949
18.874874195380002,127.9726815255
17.841101429539997,127.5967641561
16.807328663699998,127.2208467867
15.778919164429993,126.8311204491
14.8105975366,126.3116348306
13.935505028419996,125.6470107378
13.175206635319995,124.853626571
12.548438469489994,123.9510337785
12.07064604384,122.9614750483
11.726233242700005,121.9170462683
11.423289078389999,120.8596318567
11.153722072700006,119.7932201003
10.90615113589,118.7214458061
10.668417047099993,117.6474467232
10.440537800100003,116.5713135641
10.222532542929997,115.4931367534
10.014419593970004,114.4130068873
9.816216440359995,113.331014726
9.627939736550005,112.2472511863
9.449605302910001,111.1618073338
9.281228124379993,110.0747743752
9.122822349220002,108.986243651
8.974401287820001,107.8963066272
8.835977411580004,106.8050548883
8.70756235188,105.712580129
8.589166899069994,104.6189741469
8.480801001589995,103.5243288348
8.382473765119997,102.4287361724
8.294193451829997,101.3322882195
8.215967479650004,100.2350771074
8.147802421690002,99.1371950317
8.089704005689995,98.03873424438
8.041677113470001,96.93978704599
8.003725780609997,95.84044577798
7.975853196060001,94.7408028149
7.958061701849999,93.64095055666
7.950352792979999,92.54098142075
7.950000000009993,91.44098170591
7.950000000009993,90.34098170591
7.950000000009993,89.24098170591
7.950000000009993,88.14098170591
7.950000000009993,87.04098170591
7.950000000009993,85.94098170591
7.950000000009993,84.84098170591
7.950000000009993,83.74098170591
7.950000000009993,82.64098170591
7.950000000009993,81.54098170591
7.950000000009993,80.44098170591
7.950000000009993,79.34098170591
7.950000000009993,78.24098170591
7.950000000009993,77.14098170591
7.950000000009993,76.04098170591
7.950000000009993,74.94098170591
7.950000000009993,73.84098170591
7.950000000009993,72.74098170591
7.950000000009993,71.64098170591
7.950000000009993,70.54098170591
7.950000000009993,69.44098170591
7.950000000009993,68.34098170591
7.950000000009993,67.24098170591
7.950000000009993,66.14098170591
7.950000000009993,65.04098170591
7.950000000009993,63.94098170591
7.950000000009993,62.84098170591
7.950000000009993,61.74098170591
7.950000000009993,60.64098170591
7.952094606169993,59.5409858312
7.963635355060006,58.44105022475
7.985258220939997,57.34126661926
8.016961386890003,56.24172742647
8.058742188989996,55.14252503755
8.110597116519997,54.0437518154
8.172521812249997,52.94550008684
8.244511072829994,51.84786213488
8.326558849189993,50.75093019095
8.418658247099998,49.65479642716
8.520801527700002,48.55955294854
8.632980108180007,47.46529178534
8.755184562490001,46.37210488523
8.887404622130006,45.28008410564
9.029629177019999,44.18932120601
9.181846276429994,43.09990784008
9.344043129989998,42.01193554819
9.516206108749998,40.9254957496
9.698320746340002,39.84067973478
9.89037174018,38.75757865779
10.092342952760006,37.67628352855
10.304217413009994,36.59688520526
10.525977317710002,35.51947438673
10.757604033009997,34.44414160476
10.999078095960002,33.37097721654
11.252216875459993,32.30051485635
11.534501468810006,31.23739877002
11.850053379230005,30.1836780307
12.236236386940007,29.15466497275
12.775225851960002,28.19706252953
13.45743595447,27.3356094207
14.266054920139993,26.59153452458
15.181155867930002,25.98317415603
16.18018787026,25.52552020269
17.21395470339,25.14958655596
18.24772746923,24.77366918657
19.28150023507,24.39775181717
20.3152730009,24.02183444778
21.349045766739998,23.64591707838
22.382818532580004,23.26999970899
23.416591298420002,22.89408233959
24.450364064250003,22.5181649702
25.48413683009,22.1422476008
26.51790959593,21.76633023141
27.55168236176,21.39041286201
28.5854551276,21.01449549261
29.619227893439998,20.63857812322
30.653000659280004,20.26266075382
31.686773425109998,19.88674338443
32.72054619095,19.51082601503
33.75431895679,19.13490864564
34.78809172263,18.75899127624
35.82186448846,18.38307390685
36.8556372543,18.00715653745
37.88941002014,17.63123916806
38.92318278597,17.25532179866
39.95695555181,16.87940442926
40.99072831765,16.50348705987
42.02450108349,16.12756969047
43.05827384932,15.75165232108
44.09204661516,15.37573495168
45.12701842411,15.00316112296
46.17055675771,14.65538031118
47.22326329514,14.336424683
48.28434197727,14.04653543339
49.35299041392,13.78593177728
50.42840049062,13.55481078379
51.50975897977,13.35334722713
52.596248155539996,13.18169345453
53.68704641227,13.03997927096
54.78132888577,12.92831184103
55.87810844648,12.84442082526
56.97531301629,12.76604907027
58.0725175861,12.68767731528
59.16972215592,12.6093055603
60.26692672573,12.53093380531
61.364131295549996,12.45256205032
62.46133586536,12.37419029534
63.55854043517,12.29581854035
64.65574500499,12.21744678536
65.7529495748,12.13907503038
66.85015414462,12.06070327539
67.94735871443,11.98233152041
69.04456328424,11.90395976542
70.14176785405701,11.82558801043
71.23822368447699,11.73914719297
72.294309994131,11.44406181133
73.230584537887,10.87328720204
73.976686653851,10.06971685139
74.47654706291,9.093738753604
74.692601452895,8.018697276978
74.699999999996,6.918847315889
74.699999999996,5.818847315889
74.699999999996,4.718847315889
74.699999999997,3.618847315889
74.699999999997,2.518847315889
74.616157820155,1.426991092347
74.034067091725,0.5099446336548
73.05849199938,0.0323914295825
